N;F0;PER;d0;v0;collision
5;-8;0.240000;7026000;18;0
6;-3;0.240000;4320000;86;0
6;-7;0.260000;4258000;38;0
5;-2;0.290000;4793000;22;0
5;-4;0.310000;5299000;86;0
3;-2;0.290000;6120000;36;0
4;-3;0.440000;6184000;83;0
5;-2;0.390000;8449000;65;0
4;-5;0.470000;6734000;28;0
7;-2;0.210000;5865000;43;0
4;-2;0.430000;6803000;22;0
5;-8;0.300000;8779000;24;0
3;-4;0.230000;5987000;45;0
5;-1;0.260000;6723000;80;0
8;-2;0.220000;7218000;17;0
6;-8;0.200000;6096000;80;0
7;-2;0.350000;5368000;43;0
8;-1;0.290000;7617000;64;0
6;-5;0.440000;8269000;24;0
4;-2;0.380000;5337000;74;0
4;-7;0.290000;8711000;26;0
5;-3;0.410000;7380000;44;0
7;-6;0.450000;6517000;45;1
6;-6;0.270000;6839000;85;0
6;-3;0.440000;4846000;35;0
8;-3;0.210000;8482000;73;0
4;-8;0.260000;4956000;24;0
7;-1;0.380000;5051000;80;0
8;-2;0.480000;8169000;32;0
6;-5;0.280000;4493000;73;0
4;-5;0.290000;8714000;29;0
3;-6;0.300000;7765000;15;0
3;-1;0.320000;5398000;57;0
8;-5;0.210000;8487000;76;0
6;-4;0.360000;4134000;37;0
4;-8;0.300000;8501000;76;0
5;-3;0.390000;6808000;79;0
5;-8;0.300000;8103000;54;1
4;-7;0.450000;8747000;14;0
5;-2;0.480000;6412000;56;0
5;-8;0.320000;7633000;63;0
3;-3;0.280000;5813000;50;0
3;-7;0.240000;5474000;22;0
4;-3;0.310000;7470000;37;0
5;-2;0.330000;5480000;62;0
8;-4;0.290000;6161000;89;0
6;-6;0.430000;6095000;14;0
3;-7;0.280000;4662000;10;0
5;-2;0.470000;8667000;48;0
4;-4;0.430000;4345000;35;0
7;-7;0.260000;4669000;76;0
7;-1;0.300000;8603000;66;0
8;-1;0.410000;7629000;65;0
5;-6;0.220000;7038000;19;0
4;-6;0.280000;6904000;16;0
3;-6;0.390000;5925000;14;0
3;-7;0.340000;6808000;79;0
4;-3;0.220000;4874000;17;0
7;-5;0.230000;4690000;47;0
7;-6;0.470000;8835000;61;0
8;-3;0.490000;4580000;17;0
8;-4;0.370000;4927000;64;0
6;-7;0.470000;8253000;68;1
3;-3;0.340000;5221000;70;0
8;-2;0.210000;7201000;32;0
8;-4;0.210000;4527000;21;0
7;-6;0.220000;6840000;11;0
3;-1;0.470000;4373000;71;0
6;-4;0.280000;8604000;14;0
3;-7;0.370000;6124000;54;0
3;-7;0.280000;7414000;28;0
7;-5;0.220000;4473000;38;0
4;-3;0.440000;4803000;65;0
8;-8;0.210000;7584000;17;0
7;-6;0.210000;7381000;86;0
6;-6;0.490000;5699000;63;1
3;-4;0.450000;6347000;50;0
7;-5;0.360000;5179000;65;1
6;-4;0.270000;6277000;68;0
5;-6;0.270000;8554000;57;0
7;-5;0.470000;5874000;59;1
6;-3;0.260000;6884000;47;0
4;-8;0.480000;5109000;55;0
8;-7;0.330000;5180000;76;0
4;-8;0.480000;8536000;47;0
4;-6;0.370000;8548000;74;0
7;-7;0.250000;5327000;24;0
6;-1;0.250000;4725000;71;0
5;-5;0.420000;4020000;89;0
4;-4;0.380000;7185000;77;0
7;-1;0.320000;8448000;42;0
7;-6;0.410000;4053000;35;0
5;-5;0.340000;6254000;55;0
8;-1;0.290000;8546000;37;0
7;-4;0.370000;6792000;40;0
3;-5;0.460000;7409000;33;0
5;-7;0.450000;4684000;61;0
7;-5;0.390000;6753000;71;0
8;-3;0.390000;8663000;78;0
4;-2;0.260000;8139000;80;0
5;-4;0.370000;7337000;50;0
4;-2;0.330000;8011000;77;0
6;-4;0.390000;5164000;23;0
7;-6;0.220000;7792000;52;0
4;-3;0.350000;5041000;86;0
6;-1;0.490000;7505000;12;0
5;-1;0.270000;6180000;10;0
8;-3;0.490000;6912000;19;0
7;-8;0.210000;7232000;85;0
7;-4;0.260000;8502000;25;0
3;-8;0.320000;5482000;80;1
5;-4;0.370000;4228000;60;0
4;-6;0.330000;4910000;47;0
6;-5;0.260000;6738000;86;0
6;-4;0.460000;4449000;70;1
7;-7;0.260000;4047000;35;0
5;-6;0.240000;5439000;58;0
3;-8;0.310000;4710000;61;0
5;-7;0.450000;4658000;27;0
7;-7;0.490000;8812000;68;0
6;-8;0.490000;8598000;57;1
7;-4;0.300000;5730000;23;0
6;-7;0.230000;7970000;84;0
3;-6;0.250000;7689000;64;0
8;-2;0.260000;7307000;82;0
8;-7;0.300000;8766000;72;0
8;-1;0.440000;7527000;12;0
4;-2;0.350000;8443000;84;0
4;-5;0.430000;4210000;87;0
8;-7;0.440000;8247000;32;0
4;-5;0.230000;6742000;60;0
5;-4;0.200000;5225000;60;0
5;-5;0.320000;8263000;44;0
7;-5;0.320000;5375000;62;0
8;-3;0.440000;6330000;68;0
5;-4;0.310000;5214000;37;0
3;-2;0.420000;6533000;25;0
8;-2;0.310000;7141000;44;0
5;-8;0.400000;7916000;87;0
8;-3;0.360000;6081000;35;0
3;-8;0.400000;7114000;83;0
5;-4;0.440000;5873000;23;0
5;-8;0.300000;6955000;19;0
4;-4;0.280000;8340000;41;0
7;-4;0.400000;8451000;17;0
5;-1;0.420000;4163000;52;0
5;-6;0.470000;5620000;83;1
4;-8;0.230000;8397000;75;0
4;-8;0.370000;6050000;52;0
5;-7;0.220000;6895000;76;0
7;-4;0.370000;7753000;88;0
4;-2;0.240000;4530000;38;0
8;-7;0.460000;5652000;29;0
5;-6;0.440000;7030000;52;0
3;-7;0.400000;7510000;68;0
4;-8;0.400000;7310000;57;0
3;-5;0.250000;5485000;31;0
3;-7;0.250000;7377000;77;0
5;-6;0.440000;4684000;40;0
4;-4;0.290000;5946000;46;0
5;-6;0.230000;7993000;56;0
3;-2;0.290000;5353000;13;0
6;-5;0.270000;6729000;76;0
6;-2;0.250000;7524000;25;0
4;-7;0.280000;8247000;21;0
8;-8;0.390000;7481000;31;0
5;-1;0.240000;8531000;26;0
4;-7;0.300000;5295000;30;0
6;-3;0.240000;7140000;69;0
3;-6;0.220000;8535000;12;0
6;-7;0.310000;6664000;44;0
4;-3;0.310000;6240000;22;0
3;-8;0.200000;4124000;70;0
7;-5;0.220000;4868000;26;0
6;-5;0.380000;7653000;84;0
4;-5;0.380000;4747000;62;0
6;-8;0.430000;8101000;20;0
7;-4;0.210000;4307000;58;0
6;-8;0.340000;4044000;13;0
5;-8;0.230000;6725000;89;0
3;-7;0.310000;8937000;36;0
4;-6;0.410000;5420000;74;0
6;-5;0.440000;8083000;77;1
3;-8;0.480000;6825000;56;1
8;-5;0.440000;7302000;33;0
7;-4;0.450000;5739000;25;0
7;-1;0.470000;6061000;78;0
4;-3;0.470000;5865000;27;0
4;-6;0.280000;7573000;10;0
4;-2;0.380000;4085000;89;0
8;-7;0.320000;6139000;59;0
3;-7;0.450000;5862000;52;0
7;-6;0.240000;6874000;80;0
7;-8;0.410000;5933000;87;1
7;-2;0.200000;6956000;75;0
3;-6;0.310000;8470000;73;0
3;-3;0.350000;7000000;42;0
8;-3;0.240000;4701000;79;0
8;-6;0.440000;4129000;59;1
7;-7;0.360000;5447000;34;1
4;-8;0.260000;7979000;21;0
7;-6;0.410000;6324000;72;0
3;-6;0.340000;8555000;13;0
7;-4;0.340000;8350000;42;0
4;-4;0.370000;4089000;37;0
8;-2;0.410000;5533000;68;0
8;-5;0.460000;4319000;88;1
3;-2;0.310000;6664000;57;0
7;-7;0.420000;5497000;85;0
4;-6;0.440000;6012000;29;0
3;-8;0.250000;8157000;34;0
3;-3;0.250000;5423000;23;0
6;-3;0.380000;5152000;57;0
4;-8;0.290000;8990000;32;0
5;-3;0.450000;4644000;72;0
7;-7;0.490000;6292000;34;0
4;-5;0.340000;5051000;40;0
5;-4;0.470000;7486000;45;0
8;-7;0.410000;6826000;84;0
5;-3;0.490000;5128000;88;0
5;-7;0.450000;8093000;24;0
6;-8;0.320000;5245000;36;0
3;-6;0.250000;4775000;86;0
3;-7;0.460000;4819000;60;1
6;-8;0.430000;8883000;13;0
3;-2;0.440000;6193000;83;0
4;-2;0.330000;4282000;22;0
3;-3;0.480000;4757000;51;0
5;-5;0.440000;5011000;57;0
8;-8;0.290000;8776000;63;0
5;-8;0.290000;8388000;82;0
8;-2;0.290000;8190000;70;0
7;-5;0.270000;7097000;53;0
3;-8;0.310000;8323000;33;0
5;-5;0.230000;4635000;47;0
3;-7;0.230000;4432000;36;0
4;-2;0.370000;4404000;42;0
6;-2;0.210000;5432000;37;0
8;-5;0.300000;8712000;80;0
8;-2;0.320000;4079000;54;0
4;-7;0.470000;4524000;83;0
3;-1;0.200000;5656000;74;0
5;-7;0.220000;8666000;58;0
5;-2;0.420000;4837000;74;0
7;-8;0.380000;5477000;61;0
7;-6;0.210000;5612000;10;0
4;-3;0.300000;7922000;79;0
4;-4;0.430000;8051000;55;0
6;-6;0.490000;7716000;41;1
7;-5;0.300000;4841000;46;0
8;-7;0.470000;8917000;13;0
8;-1;0.220000;7494000;75;0
3;-7;0.330000;6305000;22;0
6;-3;0.220000;6886000;81;0
7;-1;0.330000;8599000;11;0
4;-7;0.390000;5771000;77;1
6;-4;0.380000;7388000;71;0
6;-3;0.460000;8160000;74;0
5;-4;0.240000;6802000;32;0
7;-7;0.310000;6295000;87;0
5;-1;0.470000;8887000;15;0
4;-3;0.420000;4545000;82;0
7;-7;0.320000;4746000;40;0
4;-7;0.250000;4506000;21;0
3;-4;0.380000;7118000;77;0
6;-5;0.210000;6873000;44;0
7;-7;0.280000;6540000;30;0
8;-1;0.280000;5971000;37;0
3;-8;0.210000;4876000;13;0
7;-5;0.460000;6565000;29;0
3;-6;0.480000;4776000;24;0
7;-3;0.390000;8572000;38;0
6;-6;0.330000;8334000;60;1
5;-7;0.310000;7025000;71;0
3;-5;0.270000;7683000;58;0
4;-2;0.380000;4220000;58;0
7;-5;0.380000;6448000;23;0
5;-4;0.330000;5814000;62;0
5;-6;0.290000;6510000;10;0
6;-3;0.480000;6107000;41;0
8;-2;0.400000;7228000;85;0
6;-5;0.480000;7994000;48;1
5;-5;0.330000;6555000;83;0
8;-7;0.480000;4913000;15;0
3;-7;0.380000;5105000;12;0
6;-8;0.380000;7428000;81;0
3;-5;0.290000;5443000;51;0
8;-7;0.300000;7758000;41;0
3;-7;0.340000;6525000;20;0
8;-6;0.490000;7175000;61;1
5;-5;0.300000;8903000;84;1
6;-5;0.370000;7189000;33;0
7;-3;0.230000;5568000;17;0
6;-7;0.360000;7795000;11;0
4;-5;0.360000;7208000;58;0
7;-3;0.340000;8014000;48;0
7;-8;0.490000;6381000;20;0
3;-6;0.280000;7354000;47;0
3;-2;0.430000;5511000;47;0
3;-5;0.320000;8606000;26;0
6;-7;0.360000;5052000;57;0
4;-8;0.350000;5852000;87;1
5;-6;0.310000;6531000;34;0
8;-2;0.400000;7335000;38;0
3;-8;0.490000;8142000;82;1
8;-4;0.370000;5415000;56;0
6;-8;0.270000;5616000;54;0
5;-1;0.360000;6222000;46;0
4;-7;0.310000;4374000;33;0
7;-6;0.270000;4232000;56;0
8;-2;0.450000;8143000;12;0
3;-7;0.350000;7784000;57;0
8;-7;0.240000;8353000;76;0
4;-3;0.460000;5995000;12;0
4;-7;0.240000;4662000;10;0
8;-8;0.400000;8047000;62;0
6;-7;0.420000;8560000;46;0
3;-8;0.390000;7227000;57;0
3;-2;0.200000;6255000;69;0
3;-3;0.320000;5501000;39;0
3;-1;0.280000;4578000;58;0
4;-5;0.340000;4448000;15;0
8;-2;0.210000;5430000;82;0
7;-8;0.280000;5131000;68;0
5;-5;0.240000;8061000;84;0
5;-5;0.460000;6525000;24;0
7;-5;0.420000;6571000;58;0
8;-4;0.350000;6308000;39;0
6;-7;0.440000;4591000;82;1
4;-3;0.380000;8569000;60;0
8;-5;0.340000;6358000;65;1
7;-7;0.300000;4499000;52;0
8;-4;0.390000;7201000;63;0
5;-7;0.470000;7965000;26;0
6;-5;0.230000;8253000;58;0
7;-7;0.240000;5575000;47;0
5;-8;0.430000;8060000;60;0
4;-6;0.220000;6544000;48;0
6;-8;0.460000;5518000;52;0
7;-8;0.420000;5967000;68;0
3;-5;0.440000;4190000;63;1
8;-3;0.420000;5785000;17;0
3;-5;0.200000;6750000;44;0
3;-3;0.220000;4807000;69;0
7;-2;0.240000;5304000;13;0
5;-1;0.220000;6697000;36;0
3;-4;0.200000;5177000;76;0
6;-1;0.290000;5399000;87;0
6;-4;0.490000;5597000;71;1
4;-2;0.200000;4200000;61;0
6;-4;0.430000;5331000;52;0
7;-6;0.200000;8475000;43;0
4;-5;0.430000;5288000;29;0
4;-4;0.300000;4767000;71;0
4;-8;0.440000;4527000;25;0
5;-8;0.220000;5670000;23;0
5;-4;0.200000;4193000;24;0
3;-6;0.200000;8983000;53;0
7;-2;0.270000;6359000;50;0
7;-2;0.490000;7286000;30;0
6;-2;0.340000;5857000;65;0
3;-3;0.420000;8937000;57;0
5;-5;0.430000;8759000;87;0
8;-5;0.430000;5479000;43;1
4;-3;0.280000;8033000;63;0
3;-4;0.260000;4227000;75;0
4;-2;0.260000;6506000;23;0
4;-8;0.480000;5139000;14;0
3;-6;0.220000;4505000;40;0
5;-5;0.460000;5170000;40;0
8;-8;0.250000;5953000;16;0
8;-8;0.340000;4259000;20;0
7;-7;0.340000;8882000;38;0
3;-7;0.270000;8592000;58;0
5;-7;0.450000;7488000;54;0
8;-6;0.410000;8154000;82;0
5;-6;0.300000;8371000;39;0
8;-8;0.260000;4022000;27;0
5;-6;0.220000;4282000;72;0
5;-8;0.350000;5560000;11;0
3;-7;0.300000;6172000;78;0
8;-7;0.420000;5217000;37;0
8;-3;0.420000;4811000;55;0
7;-1;0.200000;8304000;42;0
6;-7;0.490000;6807000;30;0
5;-3;0.270000;8016000;69;0
8;-7;0.230000;5966000;85;0
6;-2;0.360000;5884000;89;0
3;-3;0.310000;8841000;26;0
6;-6;0.200000;4431000;45;0
4;-5;0.400000;7141000;69;0
3;-3;0.450000;8584000;60;0
6;-4;0.370000;4135000;71;0
3;-6;0.320000;6886000;36;0
7;-2;0.220000;5009000;15;0
3;-6;0.460000;5863000;66;1
8;-3;0.430000;4935000;60;0
8;-1;0.260000;5059000;88;0
7;-8;0.370000;4066000;87;1
4;-5;0.290000;5006000;40;0
3;-6;0.420000;5130000;56;0
3;-6;0.310000;5739000;36;0
3;-2;0.210000;6349000;15;0
3;-2;0.490000;4630000;31;0
3;-7;0.290000;6533000;25;0
6;-6;0.450000;7189000;25;1
5;-6;0.280000;6766000;22;0
6;-8;0.230000;4901000;49;0
5;-1;0.430000;4507000;80;0
4;-4;0.390000;5176000;68;0
6;-4;0.350000;8152000;84;0
8;-7;0.430000;6425000;87;1
6;-6;0.480000;5580000;89;1
6;-6;0.410000;5289000;70;0
7;-8;0.310000;7432000;34;0
8;-7;0.290000;5531000;13;0
5;-6;0.340000;6794000;33;0
5;-2;0.280000;6542000;14;0
8;-8;0.230000;7206000;81;0
7;-3;0.210000;5656000;41;0
8;-7;0.490000;8570000;76;1
4;-3;0.280000;4373000;53;0
4;-8;0.410000;7018000;29;0
6;-7;0.350000;6751000;10;0
5;-5;0.230000;7121000;57;0
5;-5;0.330000;5432000;21;0
4;-6;0.370000;6100000;88;0
5;-7;0.310000;8150000;18;0
6;-8;0.390000;6229000;50;0
6;-6;0.330000;5773000;20;0
4;-5;0.380000;7050000;80;0
8;-3;0.200000;7153000;69;0
4;-5;0.210000;4489000;18;0
4;-4;0.400000;7167000;42;0
3;-2;0.450000;8625000;33;0
3;-1;0.390000;5880000;14;0
8;-1;0.390000;7991000;72;0
8;-4;0.360000;4355000;54;0
4;-6;0.370000;6297000;62;0
4;-6;0.390000;4520000;57;1
7;-8;0.370000;6112000;51;0
3;-6;0.440000;5775000;77;1
3;-2;0.480000;4511000;56;0
5;-2;0.380000;5131000;36;0
7;-4;0.330000;5768000;23;0
6;-7;0.310000;7160000;86;0
7;-8;0.230000;8483000;20;0
8;-3;0.420000;8265000;62;1
6;-5;0.380000;6455000;50;0
5;-4;0.400000;4480000;34;0
6;-3;0.490000;4860000;55;0
5;-3;0.270000;8555000;14;0
8;-5;0.230000;6725000;81;0
5;-4;0.400000;5780000;88;0
8;-6;0.360000;8954000;35;0
7;-6;0.370000;5282000;10;0
6;-5;0.310000;5049000;71;0
6;-3;0.420000;6351000;18;0
5;-3;0.310000;5761000;51;0
6;-5;0.270000;6412000;39;0
3;-8;0.380000;5039000;55;0
8;-8;0.430000;8412000;13;0
5;-8;0.390000;6002000;48;0
6;-3;0.340000;6618000;34;0
7;-2;0.440000;8775000;12;0
4;-1;0.480000;5017000;72;0
8;-5;0.320000;8553000;67;0
4;-8;0.310000;4954000;10;0
8;-5;0.440000;7592000;26;0
4;-8;0.350000;8718000;70;0
5;-8;0.420000;6083000;27;0
7;-4;0.200000;6081000;79;0
6;-4;0.430000;7026000;59;0
8;-8;0.450000;6950000;10;0
6;-6;0.380000;6492000;60;0
5;-5;0.490000;8004000;58;0
7;-5;0.370000;5004000;61;0
5;-2;0.300000;4547000;71;0
6;-5;0.280000;8391000;53;0
4;-4;0.480000;6100000;77;0
3;-2;0.200000;4739000;68;0
7;-8;0.480000;5715000;55;0
7;-4;0.410000;5464000;36;0
6;-8;0.440000;8688000;31;0
4;-7;0.350000;4801000;75;0
7;-8;0.400000;5876000;84;0
6;-7;0.400000;8173000;73;1
5;-8;0.230000;5820000;22;0
8;-6;0.330000;7123000;50;0
4;-5;0.430000;7957000;54;0
8;-5;0.480000;4208000;73;1
8;-7;0.420000;4836000;20;0
8;-6;0.260000;4776000;38;0
8;-6;0.340000;8066000;42;0
5;-8;0.430000;6348000;85;0
6;-2;0.310000;5270000;15;0
5;-8;0.390000;8527000;17;0
3;-8;0.480000;4335000;61;1
8;-7;0.350000;6300000;63;0
5;-3;0.300000;6356000;17;0
8;-4;0.460000;6434000;24;0
8;-2;0.400000;5998000;35;0
3;-1;0.490000;6775000;38;0
6;-6;0.400000;8084000;12;0
3;-5;0.450000;4363000;32;0
6;-3;0.340000;4765000;81;0
5;-7;0.450000;5886000;17;0
6;-2;0.300000;4234000;82;0
8;-4;0.390000;5028000;85;1
6;-7;0.350000;8201000;33;0
6;-6;0.390000;4476000;12;0
4;-2;0.220000;4794000;53;0
6;-3;0.370000;8128000;24;0
6;-8;0.310000;6918000;70;0
4;-5;0.340000;7383000;31;0
3;-6;0.430000;5476000;63;1
4;-4;0.430000;7766000;12;0
6;-2;0.460000;5058000;73;0
6;-2;0.240000;6239000;72;0
7;-8;0.350000;5450000;81;0
7;-4;0.290000;5176000;62;0
4;-1;0.330000;4132000;53;0
7;-8;0.200000;5691000;32;0
8;-4;0.460000;8277000;54;0
6;-6;0.250000;6771000;81;0
8;-8;0.340000;5077000;85;1
8;-3;0.450000;4279000;15;0
7;-4;0.490000;7821000;63;0
4;-2;0.320000;5074000;70;0
4;-3;0.360000;6116000;39;0
3;-7;0.260000;6327000;76;0
3;-4;0.450000;8837000;49;0
8;-3;0.280000;8759000;67;0
5;-6;0.370000;7041000;31;0
5;-5;0.250000;6562000;73;0
8;-4;0.200000;7219000;60;0
6;-8;0.380000;5739000;75;0
3;-2;0.440000;7859000;20;0
4;-4;0.230000;8475000;66;0
7;-2;0.450000;4601000;16;0
5;-2;0.390000;6849000;37;0
3;-5;0.420000;5968000;79;0
7;-1;0.320000;6568000;18;0
3;-6;0.360000;8017000;89;0
7;-7;0.320000;5988000;25;0
3;-8;0.470000;6846000;77;0
6;-7;0.280000;8968000;82;0
8;-6;0.410000;5993000;64;0
4;-3;0.220000;5021000;36;0
4;-7;0.350000;5151000;12;0
6;-6;0.200000;8890000;59;0
6;-3;0.350000;7281000;71;0
8;-4;0.270000;5681000;63;1
6;-7;0.420000;6344000;23;0
7;-8;0.250000;8592000;30;0
8;-5;0.320000;5570000;86;0
5;-4;0.410000;6373000;89;1
7;-2;0.470000;6055000;75;0
6;-3;0.490000;4243000;30;0
7;-7;0.280000;7945000;29;0
6;-2;0.370000;5854000;10;0
7;-6;0.220000;6914000;86;1
8;-2;0.270000;6980000;80;0
6;-8;0.400000;6933000;45;0
8;-7;0.220000;4756000;85;0
6;-6;0.230000;4571000;74;0
5;-8;0.420000;8977000;54;0
5;-6;0.390000;5582000;34;0
3;-8;0.340000;6244000;21;0
3;-5;0.230000;4319000;80;0
7;-7;0.360000;4248000;45;1
6;-4;0.390000;6692000;36;0
7;-2;0.400000;7040000;75;0
5;-5;0.380000;8446000;58;0
8;-7;0.330000;6587000;45;0
3;-4;0.360000;6922000;18;0
8;-4;0.320000;7390000;75;0
6;-8;0.490000;6263000;70;1
7;-3;0.300000;5902000;76;0
8;-6;0.230000;5637000;57;0
7;-5;0.260000;8260000;19;0
7;-7;0.370000;4573000;86;1
8;-2;0.390000;7613000;31;0
5;-5;0.480000;5909000;34;0
5;-4;0.420000;5659000;56;0
5;-3;0.480000;5304000;41;0
6;-5;0.390000;6429000;85;0
7;-3;0.330000;8466000;55;0
5;-2;0.310000;4071000;33;0
5;-8;0.270000;4731000;21;0
3;-6;0.230000;7915000;48;0
6;-4;0.340000;6725000;36;0
4;-6;0.450000;8064000;64;0
6;-5;0.430000;6918000;86;0
5;-7;0.260000;4567000;35;0
3;-8;0.370000;4332000;55;0
8;-6;0.200000;4479000;45;0
5;-2;0.220000;7286000;18;0
4;-3;0.420000;7302000;71;0
8;-6;0.400000;6157000;13;0
8;-3;0.320000;4614000;46;0
6;-4;0.360000;8541000;77;0
4;-1;0.380000;8105000;86;0
3;-8;0.360000;4474000;69;0
3;-4;0.260000;5079000;48;0
7;-3;0.280000;5612000;72;0
7;-4;0.370000;8324000;43;0
3;-6;0.220000;6283000;85;0
3;-3;0.480000;8649000;15;0
4;-7;0.270000;7361000;54;0
3;-8;0.400000;7488000;70;0
5;-8;0.290000;8082000;10;0
7;-8;0.420000;5295000;43;0
6;-8;0.360000;5058000;64;0
4;-2;0.400000;8993000;15;0
7;-5;0.230000;4331000;15;0
5;-2;0.420000;6426000;46;0
4;-3;0.270000;4995000;82;0
8;-8;0.490000;6099000;72;1
4;-5;0.410000;4927000;87;0
3;-2;0.470000;4818000;84;0
6;-2;0.360000;5369000;23;0
5;-7;0.240000;7190000;15;0
6;-4;0.440000;8916000;24;0
4;-4;0.280000;4536000;77;0
4;-3;0.230000;4320000;58;0
8;-4;0.350000;6916000;34;0
3;-1;0.220000;6190000;65;0
3;-5;0.290000;8564000;22;0
6;-6;0.350000;5935000;59;0
3;-1;0.400000;6810000;57;0
8;-2;0.360000;7279000;33;0
6;-4;0.430000;4079000;37;0
6;-7;0.370000;5911000;36;0
5;-7;0.320000;6364000;12;0
6;-6;0.280000;7048000;40;0
8;-2;0.410000;4268000;34;0
6;-4;0.370000;4165000;17;0
3;-7;0.470000;4973000;61;0
3;-7;0.350000;5554000;80;0
4;-2;0.470000;4792000;10;0
7;-5;0.220000;4809000;70;0
6;-2;0.480000;7574000;63;0
5;-7;0.210000;5445000;50;0
7;-7;0.310000;6927000;88;0
6;-2;0.270000;4303000;71;0
7;-8;0.470000;4504000;55;1
4;-7;0.280000;5440000;74;0
4;-1;0.490000;6548000;64;0
6;-3;0.220000;5200000;55;0
7;-8;0.330000;4408000;25;0
7;-4;0.260000;4157000;46;0
5;-8;0.480000;5051000;65;1
4;-5;0.280000;6961000;59;0
3;-8;0.390000;8476000;18;0
7;-8;0.280000;6572000;37;0
8;-6;0.480000;6169000;68;1
4;-2;0.290000;4828000;58;0
5;-3;0.420000;7445000;74;0
7;-8;0.430000;8581000;77;1
8;-2;0.320000;5301000;19;0
8;-2;0.410000;6097000;63;0
7;-4;0.430000;4116000;47;0
8;-2;0.220000;5105000;75;0
7;-4;0.270000;4078000;26;0
8;-7;0.200000;8823000;87;0
3;-7;0.200000;8402000;24;0
6;-4;0.360000;6778000;76;0
6;-2;0.390000;5704000;26;0
4;-5;0.340000;5092000;26;0
4;-2;0.470000;4422000;38;0
8;-8;0.430000;4318000;21;0
7;-6;0.450000;6140000;19;0
5;-6;0.390000;5909000;40;0
4;-5;0.440000;7533000;82;0
7;-8;0.350000;6160000;86;0
4;-3;0.480000;6070000;50;0
8;-4;0.460000;7296000;22;0
6;-8;0.270000;6706000;16;0
5;-8;0.460000;6880000;40;0
3;-1;0.230000;4679000;73;0
5;-1;0.230000;4275000;11;0
3;-3;0.490000;7024000;42;0
3;-6;0.380000;5142000;62;0
7;-3;0.270000;8208000;41;0
5;-5;0.400000;5642000;46;0
5;-7;0.410000;7196000;72;0
6;-1;0.360000;7844000;19;0
6;-2;0.320000;8294000;75;0
6;-3;0.410000;8502000;85;0
8;-8;0.410000;5430000;52;0
6;-7;0.440000;7669000;73;1
5;-1;0.290000;8554000;17;0
7;-4;0.380000;4322000;21;0
3;-8;0.310000;4069000;42;0
6;-6;0.340000;5926000;40;0
4;-4;0.490000;4268000;11;0
5;-5;0.210000;7896000;42;0
4;-5;0.430000;7642000;75;0
6;-7;0.200000;6538000;70;0
7;-2;0.270000;8715000;56;0
7;-5;0.200000;5972000;38;0
7;-8;0.250000;6837000;75;0
6;-5;0.360000;5441000;12;0
3;-7;0.380000;8073000;54;0
5;-4;0.250000;7749000;27;0
6;-8;0.430000;7028000;85;0
4;-6;0.210000;8020000;33;0
3;-8;0.430000;4130000;23;0
7;-3;0.240000;8760000;68;0
3;-3;0.210000;7622000;10;0
4;-4;0.210000;7034000;57;0
6;-5;0.350000;7175000;33;0
3;-2;0.460000;6936000;53;0
5;-3;0.420000;4898000;30;0
7;-6;0.250000;7743000;30;0
5;-4;0.290000;6277000;78;0
3;-6;0.430000;8732000;43;0
3;-6;0.320000;6817000;23;0
8;-6;0.210000;4909000;42;0
4;-3;0.340000;7165000;76;0
3;-4;0.470000;7271000;12;0
4;-6;0.260000;8291000;80;0
7;-6;0.390000;5916000;56;0
7;-2;0.260000;4996000;76;0
7;-8;0.460000;7287000;38;0
3;-5;0.480000;5517000;73;1
8;-1;0.480000;7642000;51;0
5;-5;0.200000;6062000;71;0
8;-4;0.220000;4089000;55;0
7;-3;0.330000;4811000;50;0
6;-6;0.420000;7721000;71;1
8;-5;0.230000;4811000;76;0
6;-8;0.450000;5357000;33;0
5;-3;0.340000;8243000;81;0
8;-2;0.460000;6506000;37;0
7;-2;0.390000;8343000;75;0
3;-8;0.310000;6581000;57;0
8;-1;0.290000;4867000;87;0
4;-1;0.290000;8693000;21;0
6;-8;0.290000;5808000;39;0
6;-2;0.450000;6664000;10;0
7;-6;0.230000;5357000;49;0
8;-2;0.280000;4112000;29;0
7;-8;0.300000;7131000;13;0
3;-4;0.450000;7391000;71;0
3;-4;0.340000;5494000;50;0
5;-8;0.420000;5390000;88;0
6;-8;0.320000;8782000;40;0
5;-8;0.370000;5053000;60;0
3;-8;0.490000;8690000;37;0
8;-7;0.290000;5772000;81;0
8;-4;0.220000;7422000;29;0
4;-2;0.330000;6222000;57;0
3;-5;0.390000;5022000;37;0
3;-2;0.280000;5607000;16;0
4;-4;0.230000;7974000;39;0
5;-8;0.360000;8101000;15;0
3;-6;0.320000;6245000;82;0
7;-7;0.230000;4271000;53;0
5;-3;0.460000;5226000;73;0
7;-2;0.410000;8356000;60;0
4;-5;0.350000;8126000;81;0
7;-2;0.260000;4455000;56;0
3;-2;0.260000;6557000;74;0
4;-7;0.370000;5756000;83;0
8;-3;0.200000;6088000;43;0
6;-8;0.440000;7757000;19;0
6;-4;0.220000;8916000;57;0
4;-3;0.420000;6631000;81;0
3;-2;0.440000;6763000;43;0
6;-8;0.250000;7691000;62;0
7;-4;0.470000;8634000;82;1
8;-7;0.340000;5595000;44;0
7;-3;0.340000;7711000;22;0
8;-3;0.280000;4955000;83;0
